User Language,"Please answer 13 questions about one of your classes this fall. 
1.  What college are you attending?","2.  What class you are taking?  
     (Please choose one. If you like, you can do the survey again for another class.)",3.  Is this class on campus (in person) or online?,4.  Instruction is at the right level for me in this class.,5.  The pace of this class is okay for me.,6.  How does the teacher of this class help you learn?       Choose the answers that are true for you.,7.  What other things does the teacher do to help you learn?,8.  The teacher helps me to feel welcome in this class.,9.  The teacher of this class speaks to all students with respect.,"13.  I would recommend this class to a friend,",10.  The books and materials for this class are at the right level for me.,11.  I have access to the books and materials I need for this class.,"12. My teacher has given me information about student support services, such as tutoring, the wellness center, academic advising, and career planning.","13.  I would recommend this class to a friend,","You selected ""no"" when asked if you would recommend this class to a friend.  Please tell us why not.",,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,The teacher helps me understand the materials.,He explain things we use in a real life.,always,always,yes,yes,yes,no,yes,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",To read more,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,The teacher helps me understand the materials.,He always helps me with my  pronunciation and motivates me to continue learning and give us examples that we understand well what we want to say.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Olive-Harvey College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.,The teacher helps me learn how to take tests.",She is the best,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Truman College,Math,online,yes,yes,The teacher helps me understand the materials.,speaking and written,always,always,yes,yes,yes,no,yes,,,,,,,,,,,,,
EN,Truman College,Math,,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.,The teacher helps me learn how to take tests.",listen to everyone and explain what he is doing,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps me learn how to use Brightspace.,Write ,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),online,yes,yes,The teacher helps me learn how to take tests.,N/A,sometimes,sometimes,no,no - too easy,sometimes,yes,no,the teacher only asks the same students and does not let us participate to the other students.,,,,,,,,,,,,
EN,Wright College,Language Arts,online,yes,yes,The teacher helps me understand the materials.,Videos online.,always,always,no,yes,yes,not sure,no,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.",Juegos de ingles,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Olive-Harvey College,Math,online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.,The teacher helps me learn how to take tests.",He does whatever he have to do for you to understand. No one is left behind he stays with the issue until everyone understand.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Wright College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to take tests.",EstÃ¡ en constante comunicaciÃ³n con los alumnos.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Daley College,ESL (English as a Second Language),on campus (in person),yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to take tests.",MÃ¡s lectura,always,always,yes,yes,yes,no,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),online,yes,yes,The teacher helps me learn how to use Zoom.,"we practice
",always,always,yes,yes,yes,not sure,yes,,,,,,,,,,,,,
EN,Truman College,ESL (English as a Second Language),online,yes,yes,The teacher helps me understand the materials.,Grammar.,always,always,yes,yes,sometimes,no,yes,,,,,,,,,,,,,
EN,Olive-Harvey College,Test Taking Skills,online,yes,yes,"The teacher helps me understand the materials.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.",Sometimes she/he may zoom to show how it is done and we will watch math videos on yt.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Wright College,ESL (English as a Second Language),on campus (in person),no - too difficult,no - too fast,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Brightspace.,The teacher helps me learn how to take tests.",Es un excelente profesor. Se exfuerza por ser claro y muy gentil. Muy buen profesional.,always,always,yes,no - too difficult,yes,yes,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps me understand the materials.,Dinamicas,always,always,yes,yes,yes,not sure,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),on campus (in person),yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",The teacher Helena is excellent I felt super good and with courage and desire to continue studying more every day.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.,The teacher helps me learn how to take tests.","the teacher explain to me 
always",always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),on campus (in person),no - too difficult,no - too fast,The teacher helps me understand the materials.,He gives examples and he tries understand me.,always,always,yes,no - too difficult,yes,yes,yes,,,,,,,,,,,,,
EN,Olive-Harvey College,Math,online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.,The teacher helps me learn how to take tests.",The teacher helps me better understand the problem by showing examples and making it more understandable to solve.,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Daley College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.","El maestro hace lo necesario para obtener lo que necesitamos para aprender en la clase, usa todos los recursoa necesarios como: libros, paginas web, videos, notas, etc.",always,always,yes,no - too difficult,yes,yes,yes,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,The teacher helps me understand the materials.,Me da estrategias para aprender,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Daley College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps to make the books and materials interesting.,"Me explica muy pacientemente, para que pueda entender",always,always,yes,yes,yes,not sure,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),on campus (in person),yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",Mi maestra me explica muy bien su clase ES MI SÃšPER MAESTRA MUY BUENA MAESTRA .,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Wright College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps me understand the materials.,try to do her best,always,always,yes,yes,sometimes,yes,yes,,,,,,,,,,,,,
ES,Wright College,ESL (English as a Second Language),on campus (in person),yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to take tests.","El maestro nos ayuda a pronunciar el Ingles correctamente.

Nos ayuda a comprender y escribir nuevas palabras.

El maestro me inspira a seguir aprendiendo el Ingles como segunda lengua.


Su entusiasmo nos ayuda a sentir la importancia que es aprender Ingles como segunda lengua.  ",always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Daley College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps me understand the materials.,Trata de hacer que hable mÃ¡s el idioma inglÃ©s. ,always,always,yes,yes,sometimes,not sure,yes,,,,,,,,,,,,,
EN,Kennedy-King College,Language Arts,online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Zoom.,The teacher helps me learn how to use Brightspace.,MATH ONLY: The teacher helps me learn how to use MyOpenMath.,The teacher helps me learn how to take tests.",The teacher helps me 1012 understand the lessons when I could don't,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps to make the books and materials interesting.,Entender mas,sometimes,always,yes,yes,yes,no,yes,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,The teacher helps me understand the materials.,"My teacher helps me learn  every class 
.",always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Daley College,ESL (English as a Second Language),online,yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",He book online the the dictionary ,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
EN,Truman College,ESL (English as a Second Language),online,no - too difficult,yes,The teacher helps to make the books and materials interesting.,The teacher helped me how to learn fast ,always,always,yes,no - too difficult,sometimes,not sure,yes,,,,,,,,,,,,,
ES,Malcolm X College,ESL (English as a Second Language),online,yes,yes,"The teacher helps to make the books and materials interesting.,The teacher helps me learn how to use Brightspace.",Explica com videos ,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),online,no - too easy,no - too fast,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",Explicandome lo que no entiendo y contestarme mis dudas.,always,always,yes,no - too easy,yes,yes,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),online,yes,yes,The teacher helps to make the books and materials interesting.,Nos explica de diferentes maneras hasta q le hayamos entendido ,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Daley College,Math,on campus (in person),yes,yes,The teacher helps me understand the materials.,Siempre anima a los estudiantes y se ofrece a volver a explicar cuando no entendistes algo muy buen instructor ,always,always,yes,yes,sometimes,yes,yes,,,,,,,,,,,,,
EN,Wright College,Test Taking Skills,online,no - too difficult,yes,The teacher helps me learn how to use Brightspace.,in person class ,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Wright College,ESL (English as a Second Language),on campus (in person),yes,yes,"The teacher helps me understand the materials.,The teacher helps to make the books and materials interesting.",interactuando,always,always,yes,yes,yes,yes,yes,,,,,,,,,,,,,
ES,Truman College,ESL (English as a Second Language),on campus (in person),yes,yes,The teacher helps to make the books and materials interesting.,"Escritura de inglÃ©s 
",always,always,yes,yes,no,yes,yes,,,,,,,,,,,,,
